id_str,from_user,text,created_at,time,in_reply_to_user_id,user_followers_count,friends_count
3266952709,LiBurAN_YuuK,ada lagi tempat LiBurAN yg baru di jogja https://t.co/cFu3iVfTDc #pakettourmurah #pakethoneymoon #paketwisatamurah,2021-06-08 23:59:19,2021-06-08 23:59:19,,262,587
131114492,heavensbacteria,"2019 - Bersantai di Kawasan Wisata Rumah Alam yang berjarak sekitar 2 Km dari rumahku di Winangun Atas KM 7
https://t.co/TZrPGCbYyS",2021-06-08 23:59:13,2021-06-08 23:59:19,,156,443
494551877,zeentravel,Baru saja mengirim foto @ Kota Wisata Batu https://t.co/rImyDxGt2R,2021-06-08 23:58:43,2021-06-08 23:59:19,,247,246
494551877,zeentravel,Baru saja mengirim foto @ Kota Wisata Batu https://t.co/lePS6akpE2,2021-06-08 23:57:47,2021-06-08 23:59:19,,247,246
1058682229168103427,YoyokSubandriy3,"RT @KemenkesRI: Kenaikan tinggi pasca arus balik ini diduga karena adanya kluster kerumunan seperti kluster silaturrahmi, kunjungan ke temp…",2021-06-08 23:57:10,2021-06-08 23:59:19,,1672,1547
68619696,dekharry,@StefRanda Daerah tujuan pariwisata hampir 90 persen sdh vaksin..  dan di asosiasi kita biro travel sdh memberikan… https://t.co/k2LhO1uRq3,2021-06-08 23:56:48,2021-06-08 23:59:19,3242649768,584,499
494551877,zeentravel,Baru saja mengirim foto @ Kota Wisata Batu https://t.co/AYP0ljdZnb,2021-06-08 23:56:38,2021-06-08 23:59:19,,247,246
833563127987867649,DexSeriesID,"Selain itu, ada juga hadiah lainnya yang akan diundi yaitu 4 pasang paket wisata Labuan Bajo, 4 Honda Beat, dan ema… https://t.co/9Y0i8W5n1v",2021-06-08 23:55:09,2021-06-08 23:59:19,833563127987867649,2382,6
833563127987867649,DexSeriesID,"Hari yang ditunggu-tunggu telah tiba!
.
Pastikan hari ini handphonemu selalu aktif karena ada hadiah nasional 1 uni… https://t.co/ERaKrzaVT7",2021-06-08 23:55:08,2021-06-08 23:59:19,,2382,6
2952189942,AyuTasia_,"Menikmati sensasi private beach di Pantai Mawun, Lombok https://t.co/KMqyOVUmU3

#Pantai #PantaiMawun #Lombok #Liburan #Travel #Wisata",2021-06-08 23:53:38,2021-06-08 23:59:19,,2069,1789
1340799241011093506,Gita_Gina_,"@RenataDiyanra Pagi mimi😍😘😘
Salam wisata #PuspitaNagari",2021-06-08 23:53:09,2021-06-08 23:59:19,1262585503414579200,8736,8581
973161283,idbcpr,Jelajah Wisata Bima -  Yuk jelajah tempat wisata Bima ini!! - Photo today by  taken at Oi Fanda Beach… https://t.co/bngpavKCrt,2021-06-08 23:52:23,2021-06-08 23:59:19,,35497,982
131114492,heavensbacteria,"2018 - Minum Es Kacang bersama anakku di Kawasan Wisata Rumah Alam, Minahasa

https://t.co/Zms6wFnHyL",2021-06-08 23:51:41,2021-06-08 23:59:19,,156,443
118646322,Bisniscom,"Ada Paket Wisata Vaksin Dosis Lengkap untuk Pelancong, Ini Kata Sandiaga https://t.co/IuJ6s6sags",2021-06-08 23:50:34,2021-06-08 23:59:19,,1082217,39
419571979,RyaWiedy,"@Mentimoen Gunung Kidul sukses mengubah daerah termiskin mjd makmur skrg, krn potensi alam yg dikembangkan jd destini wisata 👍",2021-06-08 23:48:21,2021-06-08 23:59:19,736384867181547520,9727,8053
434560504,Journaldi,RT @ponxx2020papua: Lokasinya tuh pas di depan Kantor Bupati Merauke dan juga difungsikan sebagai wisata edukasi untuk meningkatkan perekon…,2021-06-08 23:47:25,2021-06-08 23:59:19,,813,407
1131895254502858752,Allwahid805,"@RenataDiyanra Pengen deh rasanya ajak si dia ke sini 😊🤭
Selamat pagi mbak @RenataDiyanra 
Salam wisata #PuspitaNagari",2021-06-08 23:45:47,2021-06-08 23:59:19,1262585503414579200,6607,6576
973161283,idbcpr,Destinasi Wisata Jawa Tengah Terbaik Wajib Kunjung! - https://t.co/jvbjGl1f0u https://t.co/qjUJfPXDR6,2021-06-08 23:45:45,2021-06-08 23:59:19,,35497,982
